"","overallx","nrisk1","nrisk2","nrisk3","nrisk4","nrisk5","nrisk6","nrisk7","nrisk8","nrisk9","nrisk10","nrisk11","nrisk12","nrisk13","nrisk14","nrisk15","nrisk16","nrisk17","nrisk18","nrisk19","nrisk20","nrisk21","nrisk22","nrisk23","nrisk24","nrisk25","nrisk26","nrisk27","nrisk28","nrisk29","nrisk30","nrisk31","nrisk32","nrisk33","nrisk34","nrisk35","nrisk36","nrisk37","nrisk38","nrisk39","nrisk40","nrisk41","nrisk42","nrisk43","nrisk44","nrisk45","nrisk46","nrisk47","nrisk48","nrisk49","nrisk50","nrisk51","nrisk52","nrisk53","nrisk54","nrisk55","nrisk56","nrisk57","nrisk58","nrisk59"
"904",1,6,1,1,6,1,3,1,1,1,1,1,1,1,1,4,6,4,2,2,1,1,6,6,3,3,6,2,6,2,3,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,4,4,1,1,1,1
"905",0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
"906",0,4,1,4,2,4,3,3,4,3,3,5,1,1,1,4,1,2,3,2,1,2,1,2,2,2,2,2,5,2,4,2,4,2,2,2,4,2,4,2,3,2,4,2,1,2,1,2,4,2,4,2,1,2,2,2,3,2,5,2
"907",0,6,1,3,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"908",0,2,1,1,4,4,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
"909",0,2,1,1,1,1,1,1,1,1,1,3,1,3,3,4,3,2,3,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1
"910",0,4,1,1,4,2,3,1,2,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2,2
"911",1,6,1,1,6,1,4,1,1,2,1,4,5,2,2,4,3,3,3,2,2,2,4,1,4,2,2,2,4,3,1,2,4,2,2,2,3,2,4,2,1,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,6,5
"912",0,6,1,1,6,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,6,6
"913",0,2,2,3,2,2,3,2,2,2,2,2,2,1,2,3,1,3,1,1,2,2,1,2,1,3,2,2,2,3,2,3,3,3,2,4,2,2,2,2,3,4,2,3,2,2,2,4,2,4,3,3,1,1,1,1,1,1,1,3
"914",0,3,2,3,3,3,2,3,2,2,2,2,2,4,2,3,2,2,2,6,2,6,2,6,3,4,3,6,3,5,3,5,3,6,1,6,1,4,2,2,1,4,1,4,1,6,1,4,2,4,3,6,2,6,3,3,3,3,1,6
"915",1,6,1,1,6,1,4,3,3,2,1,4,1,1,1,4,1,2,4,2,1,2,2,2,6,2,4,2,6,2,5,2,6,2,2,2,6,2,1,2,6,2,1,2,1,2,1,2,1,2,6,2,6,2,6,2,4,2,6,2
"916",0,2,4,5,2,3,2,2,5,1,1,1,2,2,2,5,1,2,4,2,2,2,4,2,2,2,5,2,4,1,3,1,2,2,1,2,1,2,4,2,3,1,3,3,2,2,2,2,3,2,4,4,5,1,5,2,4,4,6,6
"917",1,4,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,6,6,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,6,6
"918",1,6,1,1,6,1,6,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,6,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,6,2,4,2,2,2,2,2,1,2
"919",0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2
"920",1,6,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"921",1,6,1,2,6,2,6,6,1,1,6,6,1,6,2,6,6,6,6,6,2,6,2,2,5,2,6,6,6,2,2,2,6,6,6,6,6,6,2,2,2,4,2,2,2,2,2,2,6,6,6,6,2,6,3,2,2,2,6,6
"922",0,6,1,2,6,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,3,2,1,2,1,2,2,2,2,2
"923",0,1,1,1,1,1,3,1,1,2,1,2,2,2,2,3,4,1,3,2,2,2,3,1,2,2,4,2,3,2,3,3,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,1,3,2,4
"924",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"925",0,4,3,4,4,2,2,2,4,2,2,2,3,4,2,2,2,2,2,4,2,4,2,2,2,2,2,2,4,2,3,2,3,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,3,2,4,2,1,1,1,1,2,2,2,2
"926",1,6,3,4,6,1,3,2,2,1,1,1,1,2,2,3,1,2,2,2,2,2,1,2,1,2,1,2,3,2,1,2,1,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,3,2,4,2,1,2,1,2,1,2,4,2
"927",1,6,2,1,6,1,6,1,1,6,2,1,1,1,1,6,6,4,1,1,1,1,6,6,5,2,5,4,4,4,3,2,4,4,2,2,2,3,1,2,2,6,2,2,2,2,2,2,2,2,4,4,5,4,4,4,3,3,1,1
"928",0,4,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2
"929",1,6,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2
"930",0,6,2,2,6,1,2,1,1,1,1,4,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,2,2,2,1,2,1,2,1,2,1,2,1,2,3,2,6,1,3,1,1,1,4,2
"931",0,5,1,1,5,1,1,1,2,1,2,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,3,2,2,3,3,5,5
"932",0,6,1,1,6,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,2,2,1,1,1,1,4,6,4,1,1,5,1,1,1,1,1,1,1,1,1,1,4,2,4,4,1,1,4,4,2,2,6,6
"933",1,6,6,2,6,6,6,1,5,6,6,6,6,2,2,6,5,2,5,2,2,2,5,2,2,2,2,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,2,6,2,3,2,3,2,6,2
"934",0,6,1,1,5,2,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2
"935",0,3,2,3,3,3,2,3,2,2,2,2,2,4,2,3,2,2,2,6,2,6,2,6,3,4,3,6,3,5,3,5,3,6,1,6,1,4,2,2,1,4,1,4,1,6,1,4,2,4,3,6,2,6,3,3,3,3,1,6
"936",0,4,2,2,3,2,3,1,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
"937",1,2,1,1,2,2,2,2,3,1,1,1,2,1,4,4,4,2,6,2,1,1,6,2,6,2,2,2,5,4,6,4,6,5,2,4,6,6,2,2,6,4,5,4,5,4,2,2,6,4,2,5,2,6,2,2,4,4,4,4
"938",0,4,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,6,4
"939",0,4,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,3,3,3,3,1,1
"940",0,6,3,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2
"941",0,4,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,4,2,2,3,3,4,4,2,4,2,3,3,3,3,3,5,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,3,3
"942",0,2,3,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,1,1
"943",0,4,2,3,3,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1
"944",0,2,1,2,3,2,3,2,2,1,1,1,1,1,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,4,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,2,2,2,2
"945",1,6,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,2,5,2,1,2,2,2,1,2,2,2,3,2,1,2,5,2,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,1,2,4,2,2,2
"946",1,5,2,2,4,4,5,4,4,1,1,3,1,1,1,2,3,3,4,3,1,1,2,2,5,5,2,2,2,2,2,2,5,5,4,4,6,4,3,2,1,1,3,2,2,2,1,1,4,2,5,5,2,1,2,2,2,2,4,4
"947",0,6,1,3,6,1,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3
"948",0,6,1,1,6,2,2,2,2,1,3,3,2,2,2,2,1,6,1,1,1,6,1,4,1,2,4,4,3,3,2,2,6,6,4,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,3,2,2,1,1,4,4,1,6
"949",0,3,3,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
"950",0,6,1,2,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"951",0,6,1,2,5,1,1,2,2,1,1,1,2,1,1,3,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2
"952",0,5,1,1,5,1,2,2,2,1,1,1,2,2,2,3,2,5,2,4,2,2,2,2,2,6,2,2,2,5,1,1,2,5,1,2,1,2,2,5,1,1,2,2,2,2,2,2,1,5,3,2,1,2,2,2,2,2,5,5
"953",1,6,1,1,1,1,2,2,3,2,3,4,2,1,1,1,1,1,1,2,1,1,1,4,2,2,2,2,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,5,5,2,2
"954",0,5,1,1,6,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"955",0,3,4,4,1,1,2,1,4,1,1,3,1,3,2,3,3,2,3,2,2,2,2,2,2,2,4,2,3,2,3,2,4,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,6,2
"956",0,6,4,2,2,2,2,2,2,4,3,3,4,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,6,6
"957",1,1,3,4,3,6,5,4,5,3,2,1,1,1,1,6,2,6,3,6,1,2,1,2,1,5,1,6,4,6,2,4,3,6,4,1,2,6,2,6,1,5,4,4,2,6,1,4,2,6,6,6,1,1,1,6,2,2,6,1
"958",1,6,2,4,6,2,2,1,2,2,2,6,5,1,1,4,1,2,2,5,1,2,1,4,2,3,2,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,5,2,6,6,5,2,2,2,2,2
"959",0,4,3,4,4,1,4,1,6,2,2,2,4,1,2,6,6,1,4,1,2,2,6,1,3,1,1,1,4,1,4,1,4,1,2,1,4,1,5,1,4,1,1,1,1,1,1,1,4,1,4,4,6,1,2,1,1,1,6,1
"960",0,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2
"961",1,6,3,2,6,2,2,2,2,2,2,2,3,2,2,4,4,4,4,5,2,2,3,3,3,4,4,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,2,5,2,2,2,5,3,3
"962",0,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3
"963",1,6,6,6,3,1,2,1,6,1,1,1,1,2,2,4,6,2,1,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,4,2,1,2,1,2,1,2
"964",1,2,4,4,3,4,4,3,3,2,2,3,2,6,2,4,2,2,3,2,2,2,2,2,4,4,2,2,3,2,2,2,2,2,3,2,3,2,2,2,4,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,6,6
"965",0,5,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,3,1,1,2,2,1,1
"966",0,2,1,2,2,1,4,4,3,1,1,1,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,2,1,1,2,2
"967",0,5,3,4,4,3,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,6,2,3,2,1,2,2,2,1,2,1,2,3,2,3,2,1,2,1,2,2,2,1,2,3,2,1,2,2,2,2,2,1,2
"968",1,6,1,1,6,4,4,4,4,2,4,3,2,2,2,4,2,2,4,4,2,2,5,5,2,2,2,2,4,4,4,4,6,6,4,4,6,6,4,2,4,4,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4
"969",0,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,1,2,2,1,1
"970",0,4,4,4,4,1,3,3,2,1,1,1,1,2,2,4,3,1,2,1,2,2,2,1,2,1,2,2,3,2,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3
"971",1,5,4,2,5,2,4,2,4,4,5,4,4,2,1,6,6,3,5,3,1,2,6,2,5,4,2,2,4,3,4,2,5,3,2,4,5,2,4,2,4,2,4,2,2,2,5,4,6,1,4,4,3,3,5,3,3,4,1,1
"972",0,3,3,3,3,2,2,3,4,3,2,2,2,2,2,5,3,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"973",0,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"974",0,6,1,2,4,3,4,4,3,1,1,3,1,2,1,4,1,2,3,2,1,2,4,6,6,2,4,2,1,2,1,2,1,5,1,2,1,6,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"975",0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,4,4,6,6
"976",0,6,1,2,5,1,3,1,2,1,1,4,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,6,6
"977",0,4,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
"978",0,4,2,4,3,3,2,2,4,1,1,1,1,2,2,3,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,6,6
"979",1,6,2,3,6,2,2,2,2,2,1,2,1,2,2,2,4,2,4,2,2,2,5,5,4,4,3,2,4,2,3,2,5,2,2,2,4,2,3,2,3,2,3,3,2,2,2,2,3,3,4,4,3,2,3,3,3,3,6,6
"980",0,6,1,2,2,1,1,2,5,1,1,1,1,1,1,1,2,6,2,2,1,6,2,2,3,5,2,2,1,4,1,4,1,6,1,2,1,1,2,4,1,6,1,4,1,4,1,6,1,6,3,2,3,2,2,2,2,2,1,1
"981",1,6,6,4,6,1,6,6,6,6,6,2,2,1,1,6,6,6,2,2,1,1,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,2,2,1,1,2,2,1,1
"982",0,6,4,3,5,1,1,1,1,3,3,4,4,2,2,3,2,2,4,4,2,2,2,2,1,1,2,2,4,4,3,2,3,3,2,2,3,3,3,3,4,2,3,3,2,2,4,4,3,3,4,4,2,2,4,4,2,2,3,3
"983",0,4,2,2,4,1,2,1,2,2,2,2,2,2,1,4,4,2,2,2,2,2,1,1,4,2,4,2,3,2,3,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,3,2,4,2,2,2,2,1,6,2
"984",1,2,2,2,3,3,2,2,4,2,2,4,4,6,6,5,2,2,3,4,1,6,1,5,1,4,2,2,3,5,3,2,4,6,4,2,2,2,2,2,3,2,2,2,2,2,1,6,3,2,5,5,2,2,4,2,3,2,2,1
"985",0,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,2,2,3,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1
"986",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,3,3,4,4
"987",0,6,1,1,6,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
"988",0,6,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"989",0,2,4,4,2,4,1,1,2,1,1,3,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,3,3,1,3,4,3,1,3,1,1,2,4,1,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,1,1,2,2
"990",0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"991",0,5,1,3,5,2,3,3,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3
"992",0,4,2,3,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,2,2,3,3,2,2,3,2
"993",1,6,1,1,6,1,2,1,1,4,5,5,5,1,1,6,2,2,3,1,1,1,6,2,5,5,6,2,4,4,2,3,3,5,5,2,3,2,1,1,5,4,2,2,2,2,2,2,2,2,4,4,6,2,4,4,5,2,1,1
"994",0,4,1,2,4,1,3,4,2,1,1,1,1,2,2,4,2,4,1,1,1,1,1,1,2,2,2,2,2,4,1,3,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1
"995",0,4,2,3,4,1,1,1,1,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,4,2,3,2,3,2,3,2,3,2
"996",1,6,1,1,6,2,6,4,2,1,4,2,2,1,1,4,6,6,6,6,1,1,4,5,6,6,2,2,4,5,2,3,4,5,3,4,1,3,1,2,3,5,3,4,2,2,3,4,4,5,6,6,6,6,6,6,6,6,6,6
"997",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"998",1,3,3,1,3,3,3,1,4,1,1,4,3,2,2,4,4,1,5,1,2,2,6,2,4,4,2,2,5,2,2,2,5,2,2,2,3,2,4,2,3,1,4,1,3,1,2,1,4,2,5,3,5,1,5,2,1,1,2,2
"999",1,4,1,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2
"1000",0,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,6,6
"1001",0,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,2,5,5,2,2,4,4,4,4,3,3,5,5,4,4,3,3,2,2,1,1,2,2,2,2,2,2,3,3,5,5,4,5,4,4,4,4,2,2
"1002",0,4,3,3,3,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1
"1003",0,4,1,2,3,1,1,1,2,2,3,3,3,1,1,3,3,1,3,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3,2,2,2,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"1004",0,6,1,1,6,1,2,1,1,1,1,3,1,1,1,2,2,2,1,2,1,2,3,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,4,2,6,2
"1005",0,4,4,4,3,4,3,3,3,1,1,3,1,1,1,1,1,2,1,2,1,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2
"1006",0,4,1,1,4,1,1,1,5,1,1,2,1,2,2,4,4,2,2,5,2,2,2,6,2,2,2,2,2,4,1,1,1,4,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,4,5,5,3,3,1,1,3,3,1,2
"1007",0,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1008",1,5,4,2,5,2,4,2,4,4,5,4,4,2,1,6,6,3,5,3,1,2,6,2,5,4,2,2,4,3,4,2,5,3,2,4,5,2,4,2,4,2,4,2,2,2,5,4,6,1,4,4,3,3,5,3,3,4,1,1
"1009",0,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,2,5,6,4,4,2,2,2,2,2,2,2,2,4,4,2,2,1,1,2,2,1,1,2,6
"1010",1,6,3,3,6,2,3,2,2,3,5,4,3,2,2,4,2,2,3,3,2,2,2,3,3,4,2,4,4,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,4,5,5,5,5,5,5,6,6
"1011",0,6,1,1,4,1,6,1,2,1,4,6,1,1,1,1,6,1,2,1,1,1,6,1,6,1,2,1,4,1,4,1,6,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,6,3,6,1,1,1,3,3,1,1
"1012",0,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,1,2,4,2,3,2,1,2,3,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,5,2,6,2,2,2,6,2,6,2
"1013",0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
